"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Åland Islands","2020","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2021","30005.5","1"
"Åland Islands","2020","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2021","268.5","1"
"Åland Islands","2020","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2021","1503","1"
"Åland Islands","2020","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2021","283","1"
"Åland Islands","2020","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2021","1234.5","1"
"Åland Islands","2020","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2021","297.5","1"
"Åland Islands","2020","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2021","320","1"
"Åland Islands","2020","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2021","334","1"
"Åland Islands","2020","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2021","337","1"
"Åland Islands","2020","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2021","1731","1"
"Åland Islands","2020","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2021","350","1"
"Åland Islands","2020","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2021","345.5","1"
"Åland Islands","2020","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2021","348","1"
"Åland Islands","2020","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2021","350.5","1"
"Åland Islands","2020","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2021","338","1"
"Åland Islands","2020","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2021","1724","1"
"Åland Islands","2020","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2021","339.5","1"
"Åland Islands","2020","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2021","353","1"
"Åland Islands","2020","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2021","356.5","1"
"Åland Islands","2020","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2021","337","1"
"Åland Islands","2020","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2021","335.5","1"
"Åland Islands","2020","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2021","1552","1"
"Åland Islands","2020","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2021","328","1"
"Åland Islands","2020","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2021","311","1"
"Åland Islands","2020","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2021","308.5","1"
"Åland Islands","2020","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2021","269","1"
"Åland Islands","2020","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2021","262.5","1"
"Åland Islands","2020","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2021","1282","1"
"Åland Islands","2020","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2021","257","1"
"Åland Islands","2020","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2021","242","1"
"Åland Islands","2020","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2021","253","1"
"Åland Islands","2020","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2021","267.5","1"
"Åland Islands","2020","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2021","279.5","1"
"Åland Islands","2020","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2021","1661.5","1"
"Åland Islands","2020","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2021","305.5","1"
"Åland Islands","2020","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2021","336.5","1"
"Åland Islands","2020","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2021","353.5","1"
"Åland Islands","2020","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2021","386.5","1"
"Åland Islands","2020","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2021","391.5","1"
"Åland Islands","2020","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2021","1885.5","1"
"Åland Islands","2020","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2021","386.5","1"
"Åland Islands","2020","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2021","385.5","1"
"Åland Islands","2020","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2021","355.5","1"
"Åland Islands","2020","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2021","366.5","1"
"Åland Islands","2020","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2021","369.5","1"
"Åland Islands","2020","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2021","1923","1"
"Åland Islands","2020","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2021","364.5","1"
"Åland Islands","2020","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2021","393.5","1"
"Åland Islands","2020","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2021","399.5","1"
"Åland Islands","2020","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2021","396","1"
"Åland Islands","2020","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2021","375","1"
"Åland Islands","2020","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2021","1866","1"
"Åland Islands","2020","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2021","360","1"
"Åland Islands","2020","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2021","352.5","1"
"Åland Islands","2020","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2021","379.5","1"
"Åland Islands","2020","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2021","399","1"
"Åland Islands","2020","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2021","381","1"
"Åland Islands","2020","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2021","1955.5","1"
"Åland Islands","2020","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2021","385","1"
"Åland Islands","2020","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2021","391.5","1"
"Åland Islands","2020","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2021","397","1"
"Åland Islands","2020","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2021","401","1"
"Åland Islands","2020","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2021","384.5","1"
"Åland Islands","2020","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2021","2132.5","1"
"Åland Islands","2020","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2021","404","1"
"Åland Islands","2020","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2021","452.5","1"
"Åland Islands","2020","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2021","448.5","1"
"Åland Islands","2020","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2021","443","1"
"Åland Islands","2020","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2021","441.5","1"
"Åland Islands","2020","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2021","2025.5","1"
"Åland Islands","2020","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2021","406","1"
"Åland Islands","2020","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2021","401","1"
"Åland Islands","2020","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2021","387","1"
"Åland Islands","2020","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2021","390","1"
"Åland Islands","2020","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2021","400","1"
"Åland Islands","2020","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2021","1906.5","1"
"Åland Islands","2020","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2021","387.5","1"
"Åland Islands","2020","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2021","379","1"
"Åland Islands","2020","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2021","372","1"
"Åland Islands","2020","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2021","368","1"
"Åland Islands","2020","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2021","385.5","1"
"Åland Islands","2020","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2021","1960.5","1"
"Åland Islands","2020","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2021","418.5","1"
"Åland Islands","2020","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2021","421","1"
"Åland Islands","2020","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2021","383","1"
"Åland Islands","2020","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2021","352.5","1"
"Åland Islands","2020","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2021","364.5","1"
"Åland Islands","2020","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2021","1888.5","1"
"Åland Islands","2020","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2021","387","1"
"Åland Islands","2020","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2021","388","1"
"Åland Islands","2020","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2021","387.5","1"
"Åland Islands","2020","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2021","361.5","1"
"Åland Islands","2020","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2021","320","1"
"Åland Islands","2020","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2021","1326.5","1"
"Åland Islands","2020","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2021","284.5","1"
"Åland Islands","2020","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2021","259.5","1"
"Åland Islands","2020","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2021","246.5","1"
"Åland Islands","2020","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2021","216","1"
"Åland Islands","2020","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2021","196.5","1"
"Åland Islands","2020","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2021","833","1"
"Åland Islands","2020","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2021","174","1"
"Åland Islands","2020","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2021","166.5","1"
"Åland Islands","2020","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2021","153.5","1"
"Åland Islands","2020","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2021","142.5","1"
"Åland Islands","2020","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2021","133","1"
"Åland Islands","2020","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2021","528.5","1"
"Åland Islands","2020","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2021","116.5","1"
"Åland Islands","2020","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2021","110.5","1"
"Åland Islands","2020","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2021","98","1"
"Åland Islands","2020","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2021","70.5","1"
"Åland Islands","2020","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2021","63.5","1"
"Åland Islands","2020","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2021","250.5","1"
"Åland Islands","2020","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2021","55.5","1"
"Åland Islands","2020","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2021","47.5","1"
"Åland Islands","2020","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2021","47.5","1"
"Åland Islands","2020","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2021","36.5","1"
"Åland Islands","2020","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2021","30","1"
"Åland Islands","2020","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2021","65","1"
"Åland Islands","2020","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2021","16","1"
"Åland Islands","2020","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2021","7","1"
"Åland Islands","2020","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2021","5.5","1"
"Åland Islands","2020","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2021","6.5","1"
"Åland Islands","2020","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2021","6","1"
"Åland Islands","2020","Total","Male","Total","Estimate - de jure","Final figure, complete","2021","14934","1"
"Åland Islands","2020","Total","Male","0","Estimate - de jure","Final figure, complete","2021","133.5","1"
"Åland Islands","2020","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2021","770.5","1"
"Åland Islands","2020","Total","Male","1","Estimate - de jure","Final figure, complete","2021","148.5","1"
"Åland Islands","2020","Total","Male","1 - 4","Estimate - de jure","Final figure, complete","2021","637","1"
"Åland Islands","2020","Total","Male","2","Estimate - de jure","Final figure, complete","2021","156.5","1"
"Åland Islands","2020","Total","Male","3","Estimate - de jure","Final figure, complete","2021","161.5","1"
"Åland Islands","2020","Total","Male","4","Estimate - de jure","Final figure, complete","2021","170.5","1"
"Åland Islands","2020","Total","Male","5","Estimate - de jure","Final figure, complete","2021","173","1"
"Åland Islands","2020","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2021","875","1"
"Åland Islands","2020","Total","Male","6","Estimate - de jure","Final figure, complete","2021","181","1"
"Åland Islands","2020","Total","Male","7","Estimate - de jure","Final figure, complete","2021","177.5","1"
"Åland Islands","2020","Total","Male","8","Estimate - de jure","Final figure, complete","2021","174","1"
"Åland Islands","2020","Total","Male","9","Estimate - de jure","Final figure, complete","2021","169.5","1"
"Åland Islands","2020","Total","Male","10","Estimate - de jure","Final figure, complete","2021","173.5","1"
"Åland Islands","2020","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2021","893.5","1"
"Åland Islands","2020","Total","Male","11","Estimate - de jure","Final figure, complete","2021","181.5","1"
"Åland Islands","2020","Total","Male","12","Estimate - de jure","Final figure, complete","2021","180.5","1"
"Åland Islands","2020","Total","Male","13","Estimate - de jure","Final figure, complete","2021","185","1"
"Åland Islands","2020","Total","Male","14","Estimate - de jure","Final figure, complete","2021","173","1"
"Åland Islands","2020","Total","Male","15","Estimate - de jure","Final figure, complete","2021","171","1"
"Åland Islands","2020","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2021","811.5","1"
"Åland Islands","2020","Total","Male","16","Estimate - de jure","Final figure, complete","2021","173","1"
"Åland Islands","2020","Total","Male","17","Estimate - de jure","Final figure, complete","2021","159.5","1"
"Åland Islands","2020","Total","Male","18","Estimate - de jure","Final figure, complete","2021","158.5","1"
"Åland Islands","2020","Total","Male","19","Estimate - de jure","Final figure, complete","2021","149.5","1"
"Åland Islands","2020","Total","Male","20","Estimate - de jure","Final figure, complete","2021","152.5","1"
"Åland Islands","2020","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2021","722.5","1"
"Åland Islands","2020","Total","Male","21","Estimate - de jure","Final figure, complete","2021","148.5","1"
"Åland Islands","2020","Total","Male","22","Estimate - de jure","Final figure, complete","2021","139.5","1"
"Åland Islands","2020","Total","Male","23","Estimate - de jure","Final figure, complete","2021","138","1"
"Åland Islands","2020","Total","Male","24","Estimate - de jure","Final figure, complete","2021","144","1"
"Åland Islands","2020","Total","Male","25","Estimate - de jure","Final figure, complete","2021","139","1"
"Åland Islands","2020","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2021","849","1"
"Åland Islands","2020","Total","Male","26","Estimate - de jure","Final figure, complete","2021","148","1"
"Åland Islands","2020","Total","Male","27","Estimate - de jure","Final figure, complete","2021","174","1"
"Åland Islands","2020","Total","Male","28","Estimate - de jure","Final figure, complete","2021","187.5","1"
"Åland Islands","2020","Total","Male","29","Estimate - de jure","Final figure, complete","2021","200.5","1"
"Åland Islands","2020","Total","Male","30","Estimate - de jure","Final figure, complete","2021","206.5","1"
"Åland Islands","2020","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2021","974","1"
"Åland Islands","2020","Total","Male","31","Estimate - de jure","Final figure, complete","2021","204","1"
"Åland Islands","2020","Total","Male","32","Estimate - de jure","Final figure, complete","2021","198.5","1"
"Åland Islands","2020","Total","Male","33","Estimate - de jure","Final figure, complete","2021","181","1"
"Åland Islands","2020","Total","Male","34","Estimate - de jure","Final figure, complete","2021","184","1"
"Åland Islands","2020","Total","Male","35","Estimate - de jure","Final figure, complete","2021","184","1"
"Åland Islands","2020","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2021","971.5","1"
"Åland Islands","2020","Total","Male","36","Estimate - de jure","Final figure, complete","2021","175.5","1"
"Åland Islands","2020","Total","Male","37","Estimate - de jure","Final figure, complete","2021","196","1"
"Åland Islands","2020","Total","Male","38","Estimate - de jure","Final figure, complete","2021","207","1"
"Åland Islands","2020","Total","Male","39","Estimate - de jure","Final figure, complete","2021","209","1"
"Åland Islands","2020","Total","Male","40","Estimate - de jure","Final figure, complete","2021","198.5","1"
"Åland Islands","2020","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2021","939","1"
"Åland Islands","2020","Total","Male","41","Estimate - de jure","Final figure, complete","2021","187","1"
"Åland Islands","2020","Total","Male","42","Estimate - de jure","Final figure, complete","2021","168.5","1"
"Åland Islands","2020","Total","Male","43","Estimate - de jure","Final figure, complete","2021","176.5","1"
"Åland Islands","2020","Total","Male","44","Estimate - de jure","Final figure, complete","2021","208.5","1"
"Åland Islands","2020","Total","Male","45","Estimate - de jure","Final figure, complete","2021","205.5","1"
"Åland Islands","2020","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2021","990.5","1"
"Åland Islands","2020","Total","Male","46","Estimate - de jure","Final figure, complete","2021","194","1"
"Åland Islands","2020","Total","Male","47","Estimate - de jure","Final figure, complete","2021","194.5","1"
"Åland Islands","2020","Total","Male","48","Estimate - de jure","Final figure, complete","2021","200","1"
"Åland Islands","2020","Total","Male","49","Estimate - de jure","Final figure, complete","2021","196.5","1"
"Åland Islands","2020","Total","Male","50","Estimate - de jure","Final figure, complete","2021","190","1"
"Åland Islands","2020","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2021","1049.5","1"
"Åland Islands","2020","Total","Male","51","Estimate - de jure","Final figure, complete","2021","203","1"
"Åland Islands","2020","Total","Male","52","Estimate - de jure","Final figure, complete","2021","219.5","1"
"Åland Islands","2020","Total","Male","53","Estimate - de jure","Final figure, complete","2021","216.5","1"
"Åland Islands","2020","Total","Male","54","Estimate - de jure","Final figure, complete","2021","220.5","1"
"Åland Islands","2020","Total","Male","55","Estimate - de jure","Final figure, complete","2021","217","1"
"Åland Islands","2020","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2021","990.5","1"
"Åland Islands","2020","Total","Male","56","Estimate - de jure","Final figure, complete","2021","193","1"
"Åland Islands","2020","Total","Male","57","Estimate - de jure","Final figure, complete","2021","203","1"
"Åland Islands","2020","Total","Male","58","Estimate - de jure","Final figure, complete","2021","193","1"
"Åland Islands","2020","Total","Male","59","Estimate - de jure","Final figure, complete","2021","184.5","1"
"Åland Islands","2020","Total","Male","60","Estimate - de jure","Final figure, complete","2021","189.5","1"
"Åland Islands","2020","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2021","886.5","1"
"Åland Islands","2020","Total","Male","61","Estimate - de jure","Final figure, complete","2021","185.5","1"
"Åland Islands","2020","Total","Male","62","Estimate - de jure","Final figure, complete","2021","174","1"
"Åland Islands","2020","Total","Male","63","Estimate - de jure","Final figure, complete","2021","166.5","1"
"Åland Islands","2020","Total","Male","64","Estimate - de jure","Final figure, complete","2021","171","1"
"Åland Islands","2020","Total","Male","65","Estimate - de jure","Final figure, complete","2021","184.5","1"
"Åland Islands","2020","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2021","934","1"
"Åland Islands","2020","Total","Male","66","Estimate - de jure","Final figure, complete","2021","210.5","1"
"Åland Islands","2020","Total","Male","67","Estimate - de jure","Final figure, complete","2021","200","1"
"Åland Islands","2020","Total","Male","68","Estimate - de jure","Final figure, complete","2021","173","1"
"Åland Islands","2020","Total","Male","69","Estimate - de jure","Final figure, complete","2021","166","1"
"Åland Islands","2020","Total","Male","70","Estimate - de jure","Final figure, complete","2021","169.5","1"
"Åland Islands","2020","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2021","924.5","1"
"Åland Islands","2020","Total","Male","71","Estimate - de jure","Final figure, complete","2021","191","1"
"Åland Islands","2020","Total","Male","72","Estimate - de jure","Final figure, complete","2021","199.5","1"
"Åland Islands","2020","Total","Male","73","Estimate - de jure","Final figure, complete","2021","188","1"
"Åland Islands","2020","Total","Male","74","Estimate - de jure","Final figure, complete","2021","176.5","1"
"Åland Islands","2020","Total","Male","75","Estimate - de jure","Final figure, complete","2021","159","1"
"Åland Islands","2020","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2021","678.5","1"
"Åland Islands","2020","Total","Male","76","Estimate - de jure","Final figure, complete","2021","143","1"
"Åland Islands","2020","Total","Male","77","Estimate - de jure","Final figure, complete","2021","133","1"
"Åland Islands","2020","Total","Male","78","Estimate - de jure","Final figure, complete","2021","129.5","1"
"Åland Islands","2020","Total","Male","79","Estimate - de jure","Final figure, complete","2021","114","1"
"Åland Islands","2020","Total","Male","80","Estimate - de jure","Final figure, complete","2021","91","1"
"Åland Islands","2020","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2021","357.5","1"
"Åland Islands","2020","Total","Male","81","Estimate - de jure","Final figure, complete","2021","74","1"
"Åland Islands","2020","Total","Male","82","Estimate - de jure","Final figure, complete","2021","72","1"
"Åland Islands","2020","Total","Male","83","Estimate - de jure","Final figure, complete","2021","65","1"
"Åland Islands","2020","Total","Male","84","Estimate - de jure","Final figure, complete","2021","55.5","1"
"Åland Islands","2020","Total","Male","85","Estimate - de jure","Final figure, complete","2021","55.5","1"
"Åland Islands","2020","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2021","217","1"
"Åland Islands","2020","Total","Male","86","Estimate - de jure","Final figure, complete","2021","49","1"
"Åland Islands","2020","Total","Male","87","Estimate - de jure","Final figure, complete","2021","45.5","1"
"Åland Islands","2020","Total","Male","88","Estimate - de jure","Final figure, complete","2021","40.5","1"
"Åland Islands","2020","Total","Male","89","Estimate - de jure","Final figure, complete","2021","26.5","1"
"Åland Islands","2020","Total","Male","90","Estimate - de jure","Final figure, complete","2021","22.5","1"
"Åland Islands","2020","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2021","79.5","1"
"Åland Islands","2020","Total","Male","91","Estimate - de jure","Final figure, complete","2021","23","1"
"Åland Islands","2020","Total","Male","92","Estimate - de jure","Final figure, complete","2021","16","1"
"Åland Islands","2020","Total","Male","93","Estimate - de jure","Final figure, complete","2021","10.5","1"
"Åland Islands","2020","Total","Male","94","Estimate - de jure","Final figure, complete","2021","7.5","1"
"Åland Islands","2020","Total","Male","95","Estimate - de jure","Final figure, complete","2021","8","1"
"Åland Islands","2020","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2021","18.5","1"
"Åland Islands","2020","Total","Male","96","Estimate - de jure","Final figure, complete","2021","5","1"
"Åland Islands","2020","Total","Male","97","Estimate - de jure","Final figure, complete","2021","2","1"
"Åland Islands","2020","Total","Male","98","Estimate - de jure","Final figure, complete","2021","2.5","1"
"Åland Islands","2020","Total","Male","99","Estimate - de jure","Final figure, complete","2021","1","1"
"Åland Islands","2020","Total","Male","100 +","Estimate - de jure","Final figure, complete","2021","1","1"
"Åland Islands","2020","Total","Female","Total","Estimate - de jure","Final figure, complete","2021","15072","1"
"Åland Islands","2020","Total","Female","0","Estimate - de jure","Final figure, complete","2021","135","1"
"Åland Islands","2020","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2021","732.5","1"
"Åland Islands","2020","Total","Female","1","Estimate - de jure","Final figure, complete","2021","134.5","1"
"Åland Islands","2020","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2021","597.5","1"
"Åland Islands","2020","Total","Female","2","Estimate - de jure","Final figure, complete","2021","141","1"
"Åland Islands","2020","Total","Female","3","Estimate - de jure","Final figure, complete","2021","158.5","1"
"Åland Islands","2020","Total","Female","4","Estimate - de jure","Final figure, complete","2021","163.5","1"
"Åland Islands","2020","Total","Female","5","Estimate - de jure","Final figure, complete","2021","164","1"
"Åland Islands","2020","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2021","856","1"
"Åland Islands","2020","Total","Female","6","Estimate - de jure","Final figure, complete","2021","169","1"
"Åland Islands","2020","Total","Female","7","Estimate - de jure","Final figure, complete","2021","168","1"
"Åland Islands","2020","Total","Female","8","Estimate - de jure","Final figure, complete","2021","174","1"
"Åland Islands","2020","Total","Female","9","Estimate - de jure","Final figure, complete","2021","181","1"
"Åland Islands","2020","Total","Female","10","Estimate - de jure","Final figure, complete","2021","164.5","1"
"Åland Islands","2020","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2021","830.5","1"
"Åland Islands","2020","Total","Female","11","Estimate - de jure","Final figure, complete","2021","158","1"
"Åland Islands","2020","Total","Female","12","Estimate - de jure","Final figure, complete","2021","172.5","1"
"Åland Islands","2020","Total","Female","13","Estimate - de jure","Final figure, complete","2021","171.5","1"
"Åland Islands","2020","Total","Female","14","Estimate - de jure","Final figure, complete","2021","164","1"
"Åland Islands","2020","Total","Female","15","Estimate - de jure","Final figure, complete","2021","164.5","1"
"Åland Islands","2020","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2021","740.5","1"
"Åland Islands","2020","Total","Female","16","Estimate - de jure","Final figure, complete","2021","155","1"
"Åland Islands","2020","Total","Female","17","Estimate - de jure","Final figure, complete","2021","151.5","1"
"Åland Islands","2020","Total","Female","18","Estimate - de jure","Final figure, complete","2021","150","1"
"Åland Islands","2020","Total","Female","19","Estimate - de jure","Final figure, complete","2021","119.5","1"
"Åland Islands","2020","Total","Female","20","Estimate - de jure","Final figure, complete","2021","110","1"
"Åland Islands","2020","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2021","559.5","1"
"Åland Islands","2020","Total","Female","21","Estimate - de jure","Final figure, complete","2021","108.5","1"
"Åland Islands","2020","Total","Female","22","Estimate - de jure","Final figure, complete","2021","102.5","1"
"Åland Islands","2020","Total","Female","23","Estimate - de jure","Final figure, complete","2021","115","1"
"Åland Islands","2020","Total","Female","24","Estimate - de jure","Final figure, complete","2021","123.5","1"
"Åland Islands","2020","Total","Female","25","Estimate - de jure","Final figure, complete","2021","140.5","1"
"Åland Islands","2020","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2021","812.5","1"
"Åland Islands","2020","Total","Female","26","Estimate - de jure","Final figure, complete","2021","157.5","1"
"Åland Islands","2020","Total","Female","27","Estimate - de jure","Final figure, complete","2021","162.5","1"
"Åland Islands","2020","Total","Female","28","Estimate - de jure","Final figure, complete","2021","166","1"
"Åland Islands","2020","Total","Female","29","Estimate - de jure","Final figure, complete","2021","186","1"
"Åland Islands","2020","Total","Female","30","Estimate - de jure","Final figure, complete","2021","185","1"
"Åland Islands","2020","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2021","911.5","1"
"Åland Islands","2020","Total","Female","31","Estimate - de jure","Final figure, complete","2021","182.5","1"
"Åland Islands","2020","Total","Female","32","Estimate - de jure","Final figure, complete","2021","187","1"
"Åland Islands","2020","Total","Female","33","Estimate - de jure","Final figure, complete","2021","174.5","1"
"Åland Islands","2020","Total","Female","34","Estimate - de jure","Final figure, complete","2021","182.5","1"
"Åland Islands","2020","Total","Female","35","Estimate - de jure","Final figure, complete","2021","185.5","1"
"Åland Islands","2020","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2021","951.5","1"
"Åland Islands","2020","Total","Female","36","Estimate - de jure","Final figure, complete","2021","189","1"
