"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Hungary","2020","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2021","95655","18"
"Hungary","2020","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2021","92656","18"
"Hungary","2020","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2021","93909","18"
"Hungary","2020","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2021","456162","18"
"Hungary","2020","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2021","90576","18"
"Hungary","2020","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2021","91821","18"
"Hungary","2020","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2021","88971","18"
"Hungary","2020","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2021","90885","18"
"Hungary","2020","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2021","97519","18"
"Hungary","2020","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2021","496937","18"
"Hungary","2020","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2021","100337","18"
"Hungary","2020","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2021","98327","18"
"Hungary","2020","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2021","102013","18"
"Hungary","2020","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2021","98741","18"
"Hungary","2020","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2021","95319","18"
"Hungary","2020","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2021","487664","18"
"Hungary","2020","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2021","94951","18"
"Hungary","2020","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2021","97442","18"
"Hungary","2020","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2021","98807","18"
"Hungary","2020","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2021","101145","18"
"Hungary","2020","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2021","98892","18"
"Hungary","2020","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2021","541142","18"
"Hungary","2020","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2021","102023","18"
"Hungary","2020","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2021","105939","18"
"Hungary","2020","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2021","114161","18"
"Hungary","2020","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2021","120127","18"
"Hungary","2020","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2021","122605","18"
"Hungary","2020","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2021","630891","18"
"Hungary","2020","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2021","123447","18"
"Hungary","2020","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2021","126494","18"
"Hungary","2020","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2021","130090","18"
"Hungary","2020","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2021","128255","18"
"Hungary","2020","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2021","124137","18"
"Hungary","2020","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2021","619934","18"
"Hungary","2020","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2021","123207","18"
"Hungary","2020","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2021","123095","18"
"Hungary","2020","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2021","124112","18"
"Hungary","2020","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2021","125383","18"
"Hungary","2020","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2021","120231","18"
"Hungary","2020","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2021","651992","18"
"Hungary","2020","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2021","122205","18"
"Hungary","2020","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2021","128729","18"
"Hungary","2020","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2021","137144","18"
"Hungary","2020","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2021","143683","18"
"Hungary","2020","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2021","153423","18"
"Hungary","2020","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2021","837893","18"
"Hungary","2020","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2021","160094","18"
"Hungary","2020","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2021","167704","18"
"Hungary","2020","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2021","174769","18"
"Hungary","2020","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2021","181903","18"
"Hungary","2020","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2021","173672","18"
"Hungary","2020","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2021","749855","18"
"Hungary","2020","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2021","146793","18"
"Hungary","2020","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2021","144383","18"
"Hungary","2020","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2021","141776","18"
"Hungary","2020","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2021","143231","18"
"Hungary","2020","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2021","143323","18"
"Hungary","2020","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2021","663102","18"
"Hungary","2020","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2021","142728","18"
"Hungary","2020","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2021","135945","18"
"Hungary","2020","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2021","123100","18"
"Hungary","2020","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2021","118006","18"
"Hungary","2020","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2021","115406","18"
"Hungary","2020","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2021","572104","18"
"Hungary","2020","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2021","113321","18"
"Hungary","2020","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2021","109184","18"
"Hungary","2020","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2021","115171","18"
"Hungary","2020","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2021","119022","18"
"Hungary","2020","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2021","118363","18"
"Hungary","2020","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2021","651379","18"
"Hungary","2020","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2021","122171","18"
"Hungary","2020","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2021","124520","18"
"Hungary","2020","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2021","138879","18"
"Hungary","2020","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2021","147446","18"
"Hungary","2020","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2021","150899","18"
"Hungary","2020","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2021","643679","18"
"Hungary","2020","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2021","135813","18"
"Hungary","2020","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2021","119862","18"
"Hungary","2020","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2021","119022","18"
"Hungary","2020","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2021","118083","18"
"Hungary","2020","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2021","110629","18"
"Hungary","2020","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2021","482487","18"
"Hungary","2020","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2021","106315","18"
"Hungary","2020","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2021","99729","18"
"Hungary","2020","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2021","85455","18"
"Hungary","2020","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2021","80359","18"
"Hungary","2020","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2021","88245","18"
"Hungary","2020","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2021","377278","18"
"Hungary","2020","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2021","78333","18"
"Hungary","2020","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2021","77071","18"
"Hungary","2020","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2021","67946","18"
"Hungary","2020","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2021","65683","18"
"Hungary","2020","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2021","57339","18"
"Hungary","2020","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2021","239194","18"
"Hungary","2020","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2021","53097","18"
"Hungary","2020","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2021","47419","18"
"Hungary","2020","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2021","42678","18"
"Hungary","2020","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2021","38661","18"
"Hungary","2020","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2021","34211","18"
"Hungary","2020","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2021","134351","18"
"Hungary","2020","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2021","30956","18"
"Hungary","2020","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2021","26908","18"
"Hungary","2020","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2021","22540","18"
"Hungary","2020","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2021","19736","18"
"Hungary","2020","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2021","15044","18"
"Hungary","2020","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2021","49809","18"
"Hungary","2020","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2021","12236","18"
"Hungary","2020","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2021","9162","18"
"Hungary","2020","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2021","7561","18"
"Hungary","2020","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2021","5806","18"
"Hungary","2020","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2021","4054","18"
"Hungary","2020","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2021","12935","18"
"Hungary","2020","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2021","3214","18"
"Hungary","2020","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2021","2401","18"
"Hungary","2020","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2021","1886","18"
"Hungary","2020","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2021","1380","18"
"Hungary","2020","Total","Both Sexes","100","Estimate - de jure","Final figure, complete","2021","890","18"
"Hungary","2020","Total","Both Sexes","100 - 104","Estimate - de jure","Final figure, complete","2021","1953","18"
"Hungary","2020","Total","Both Sexes","101","Estimate - de jure","Final figure, complete","2021","388","18"
"Hungary","2020","Total","Both Sexes","102","Estimate - de jure","Final figure, complete","2021","278","18"
"Hungary","2020","Total","Both Sexes","103","Estimate - de jure","Final figure, complete","2021","196","18"
"Hungary","2020","Total","Both Sexes","104","Estimate - de jure","Final figure, complete","2021","201","18"
"Hungary","2020","Total","Both Sexes","105","Estimate - de jure","Final figure, complete","2021","155","18"
"Hungary","2020","Total","Both Sexes","105 - 109","Estimate - de jure","Final figure, complete","2021","517","18"
"Hungary","2020","Total","Both Sexes","106","Estimate - de jure","Final figure, complete","2021","130","18"
"Hungary","2020","Total","Both Sexes","107","Estimate - de jure","Final figure, complete","2021","88","18"
"Hungary","2020","Total","Both Sexes","108","Estimate - de jure","Final figure, complete","2021","78","18"
"Hungary","2020","Total","Both Sexes","109","Estimate - de jure","Final figure, complete","2021","66","18"
"Hungary","2020","Total","Both Sexes","110 +","Estimate - de jure","Final figure, complete","2021","31","18"
"Hungary","2020","Total","Male","Total","Estimate - de jure","Final figure, complete","2021","4680790","18"
"Hungary","2020","Total","Male","0","Estimate - de jure","Final figure, complete","2021","47689","18"
"Hungary","2020","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2021","240580","18"
"Hungary","2020","Total","Male","1","Estimate - de jure","Final figure, complete","2021","47713","18"
"Hungary","2020","Total","Male","1 - 4","Estimate - de jure","Final figure, complete","2021","192891","18"
"Hungary","2020","Total","Male","2","Estimate - de jure","Final figure, complete","2021","48458","18"
"Hungary","2020","Total","Male","3","Estimate - de jure","Final figure, complete","2021","49156","18"
"Hungary","2020","Total","Male","4","Estimate - de jure","Final figure, complete","2021","47564","18"
"Hungary","2020","Total","Male","5","Estimate - de jure","Final figure, complete","2021","48123","18"
"Hungary","2020","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2021","234270","18"
"Hungary","2020","Total","Male","6","Estimate - de jure","Final figure, complete","2021","46567","18"
"Hungary","2020","Total","Male","7","Estimate - de jure","Final figure, complete","2021","47472","18"
"Hungary","2020","Total","Male","8","Estimate - de jure","Final figure, complete","2021","45711","18"
"Hungary","2020","Total","Male","9","Estimate - de jure","Final figure, complete","2021","46397","18"
"Hungary","2020","Total","Male","10","Estimate - de jure","Final figure, complete","2021","50021","18"
"Hungary","2020","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2021","255000","18"
"Hungary","2020","Total","Male","11","Estimate - de jure","Final figure, complete","2021","51378","18"
"Hungary","2020","Total","Male","12","Estimate - de jure","Final figure, complete","2021","50366","18"
"Hungary","2020","Total","Male","13","Estimate - de jure","Final figure, complete","2021","52251","18"
"Hungary","2020","Total","Male","14","Estimate - de jure","Final figure, complete","2021","50984","18"
"Hungary","2020","Total","Male","15","Estimate - de jure","Final figure, complete","2021","48985","18"
"Hungary","2020","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2021","250776","18"
"Hungary","2020","Total","Male","16","Estimate - de jure","Final figure, complete","2021","48747","18"
"Hungary","2020","Total","Male","17","Estimate - de jure","Final figure, complete","2021","49972","18"
"Hungary","2020","Total","Male","18","Estimate - de jure","Final figure, complete","2021","50933","18"
"Hungary","2020","Total","Male","19","Estimate - de jure","Final figure, complete","2021","52139","18"
"Hungary","2020","Total","Male","20","Estimate - de jure","Final figure, complete","2021","51010","18"
"Hungary","2020","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2021","279286","18"
"Hungary","2020","Total","Male","21","Estimate - de jure","Final figure, complete","2021","52373","18"
"Hungary","2020","Total","Male","22","Estimate - de jure","Final figure, complete","2021","55054","18"
"Hungary","2020","Total","Male","23","Estimate - de jure","Final figure, complete","2021","58914","18"
"Hungary","2020","Total","Male","24","Estimate - de jure","Final figure, complete","2021","61935","18"
"Hungary","2020","Total","Male","25","Estimate - de jure","Final figure, complete","2021","63106","18"
"Hungary","2020","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2021","326095","18"
"Hungary","2020","Total","Male","26","Estimate - de jure","Final figure, complete","2021","63703","18"
"Hungary","2020","Total","Male","27","Estimate - de jure","Final figure, complete","2021","65689","18"
"Hungary","2020","Total","Male","28","Estimate - de jure","Final figure, complete","2021","67422","18"
"Hungary","2020","Total","Male","29","Estimate - de jure","Final figure, complete","2021","66175","18"
"Hungary","2020","Total","Male","30","Estimate - de jure","Final figure, complete","2021","64420","18"
"Hungary","2020","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2021","320675","18"
"Hungary","2020","Total","Male","31","Estimate - de jure","Final figure, complete","2021","63921","18"
"Hungary","2020","Total","Male","32","Estimate - de jure","Final figure, complete","2021","63838","18"
"Hungary","2020","Total","Male","33","Estimate - de jure","Final figure, complete","2021","63845","18"
"Hungary","2020","Total","Male","34","Estimate - de jure","Final figure, complete","2021","64651","18"
"Hungary","2020","Total","Male","35","Estimate - de jure","Final figure, complete","2021","61333","18"
"Hungary","2020","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2021","331345","18"
"Hungary","2020","Total","Male","36","Estimate - de jure","Final figure, complete","2021","62159","18"
"Hungary","2020","Total","Male","37","Estimate - de jure","Final figure, complete","2021","65877","18"
"Hungary","2020","Total","Male","38","Estimate - de jure","Final figure, complete","2021","69320","18"
"Hungary","2020","Total","Male","39","Estimate - de jure","Final figure, complete","2021","72656","18"
"Hungary","2020","Total","Male","40","Estimate - de jure","Final figure, complete","2021","77811","18"
"Hungary","2020","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2021","424999","18"
"Hungary","2020","Total","Male","41","Estimate - de jure","Final figure, complete","2021","81202","18"
"Hungary","2020","Total","Male","42","Estimate - de jure","Final figure, complete","2021","84921","18"
"Hungary","2020","Total","Male","43","Estimate - de jure","Final figure, complete","2021","88856","18"
"Hungary","2020","Total","Male","44","Estimate - de jure","Final figure, complete","2021","92209","18"
"Hungary","2020","Total","Male","45","Estimate - de jure","Final figure, complete","2021","87802","18"
"Hungary","2020","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2021","378311","18"
"Hungary","2020","Total","Male","46","Estimate - de jure","Final figure, complete","2021","74208","18"
"Hungary","2020","Total","Male","47","Estimate - de jure","Final figure, complete","2021","72871","18"
"Hungary","2020","Total","Male","48","Estimate - de jure","Final figure, complete","2021","71463","18"
"Hungary","2020","Total","Male","49","Estimate - de jure","Final figure, complete","2021","71967","18"
"Hungary","2020","Total","Male","50","Estimate - de jure","Final figure, complete","2021","71900","18"
"Hungary","2020","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2021","328888","18"
"Hungary","2020","Total","Male","51","Estimate - de jure","Final figure, complete","2021","70932","18"
"Hungary","2020","Total","Male","52","Estimate - de jure","Final figure, complete","2021","67251","18"
"Hungary","2020","Total","Male","53","Estimate - de jure","Final figure, complete","2021","60847","18"
"Hungary","2020","Total","Male","54","Estimate - de jure","Final figure, complete","2021","57958","18"
"Hungary","2020","Total","Male","55","Estimate - de jure","Final figure, complete","2021","56250","18"
"Hungary","2020","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2021","273555","18"
"Hungary","2020","Total","Male","56","Estimate - de jure","Final figure, complete","2021","54723","18"
"Hungary","2020","Total","Male","57","Estimate - de jure","Final figure, complete","2021","52197","18"
"Hungary","2020","Total","Male","58","Estimate - de jure","Final figure, complete","2021","54517","18"
"Hungary","2020","Total","Male","59","Estimate - de jure","Final figure, complete","2021","55868","18"
"Hungary","2020","Total","Male","60","Estimate - de jure","Final figure, complete","2021","54717","18"
"Hungary","2020","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2021","295633","18"
"Hungary","2020","Total","Male","61","Estimate - de jure","Final figure, complete","2021","56082","18"
"Hungary","2020","Total","Male","62","Estimate - de jure","Final figure, complete","2021","56683","18"
"Hungary","2020","Total","Male","63","Estimate - de jure","Final figure, complete","2021","62325","18"
"Hungary","2020","Total","Male","64","Estimate - de jure","Final figure, complete","2021","65826","18"
"Hungary","2020","Total","Male","65","Estimate - de jure","Final figure, complete","2021","66705","18"
"Hungary","2020","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2021","277065","18"
"Hungary","2020","Total","Male","66","Estimate - de jure","Final figure, complete","2021","59253","18"
"Hungary","2020","Total","Male","67","Estimate - de jure","Final figure, complete","2021","51421","18"
"Hungary","2020","Total","Male","68","Estimate - de jure","Final figure, complete","2021","50055","18"
"Hungary","2020","Total","Male","69","Estimate - de jure","Final figure, complete","2021","49631","18"
"Hungary","2020","Total","Male","70","Estimate - de jure","Final figure, complete","2021","45950","18"
"Hungary","2020","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2021","195374","18"
"Hungary","2020","Total","Male","71","Estimate - de jure","Final figure, complete","2021","43491","18"
"Hungary","2020","Total","Male","72","Estimate - de jure","Final figure, complete","2021","40499","18"
"Hungary","2020","Total","Male","73","Estimate - de jure","Final figure, complete","2021","34220","18"
"Hungary","2020","Total","Male","74","Estimate - de jure","Final figure, complete","2021","31214","18"
"Hungary","2020","Total","Male","75","Estimate - de jure","Final figure, complete","2021","33974","18"
"Hungary","2020","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2021","138969","18"
"Hungary","2020","Total","Male","76","Estimate - de jure","Final figure, complete","2021","29545","18"
"Hungary","2020","Total","Male","77","Estimate - de jure","Final figure, complete","2021","28244","18"
"Hungary","2020","Total","Male","78","Estimate - de jure","Final figure, complete","2021","24531","18"
"Hungary","2020","Total","Male","79","Estimate - de jure","Final figure, complete","2021","22675","18"
"Hungary","2020","Total","Male","80","Estimate - de jure","Final figure, complete","2021","19152","18"
"Hungary","2020","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2021","75506","18"
"Hungary","2020","Total","Male","81","Estimate - de jure","Final figure, complete","2021","17222","18"
"Hungary","2020","Total","Male","82","Estimate - de jure","Final figure, complete","2021","14728","18"
"Hungary","2020","Total","Male","83","Estimate - de jure","Final figure, complete","2021","12755","18"
"Hungary","2020","Total","Male","84","Estimate - de jure","Final figure, complete","2021","11649","18"
"Hungary","2020","Total","Male","85","Estimate - de jure","Final figure, complete","2021","10215","18"
"Hungary","2020","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2021","38452","18"
"Hungary","2020","Total","Male","86","Estimate - de jure","Final figure, complete","2021","8975","18"
"Hungary","2020","Total","Male","87","Estimate - de jure","Final figure, complete","2021","7607","18"
"Hungary","2020","Total","Male","88","Estimate - de jure","Final figure, complete","2021","6295","18"
"Hungary","2020","Total","Male","89","Estimate - de jure","Final figure, complete","2021","5360","18"
"Hungary","2020","Total","Male","90","Estimate - de jure","Final figure, complete","2021","3990","18"
"Hungary","2020","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2021","12369","18"
"Hungary","2020","Total","Male","91","Estimate - de jure","Final figure, complete","2021","2995","18"
"Hungary","2020","Total","Male","92","Estimate - de jure","Final figure, complete","2021","2233","18"
"Hungary","2020","Total","Male","93","Estimate - de jure","Final figure, complete","2021","1795","18"
"Hungary","2020","Total","Male","94","Estimate - de jure","Final figure, complete","2021","1356","18"
"Hungary","2020","Total","Male","95","Estimate - de jure","Final figure, complete","2021","889","18"
"Hungary","2020","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2021","2891","18"
"Hungary","2020","Total","Male","96","Estimate - de jure","Final figure, complete","2021","727","18"
"Hungary","2020","Total","Male","97","Estimate - de jure","Final figure, complete","2021","523","18"
"Hungary","2020","Total","Male","98","Estimate - de jure","Final figure, complete","2021","426","18"
"Hungary","2020","Total","Male","99","Estimate - de jure","Final figure, complete","2021","326","18"
"Hungary","2020","Total","Male","100","Estimate - de jure","Final figure, complete","2021","218","18"
"Hungary","2020","Total","Male","100 - 104","Estimate - de jure","Final figure, complete","2021","550","18"
"Hungary","2020","Total","Male","101","Estimate - de jure","Final figure, complete","2021","125","18"
"Hungary","2020","Total","Male","102","Estimate - de jure","Final figure, complete","2021","87","18"
"Hungary","2020","Total","Male","103","Estimate - de jure","Final figure, complete","2021","63","18"
"Hungary","2020","Total","Male","104","Estimate - de jure","Final figure, complete","2021","57","18"
"Hungary","2020","Total","Male","105","Estimate - de jure","Final figure, complete","2021","46","18"
"Hungary","2020","Total","Male","105 - 109","Estimate - de jure","Final figure, complete","2021","181","18"
"Hungary","2020","Total","Male","106","Estimate - de jure","Final figure, complete","2021","41","18"
"Hungary","2020","Total","Male","107","Estimate - de jure","Final figure, complete","2021","29","18"
"Hungary","2020","Total","Male","108","Estimate - de jure","Final figure, complete","2021","32","18"
"Hungary","2020","Total","Male","109","Estimate - de jure","Final figure, complete","2021","33","18"
"Hungary","2020","Total","Male","110 +","Estimate - de jure","Final figure, complete","2021","20","18"
"Hungary","2020","Total","Female","Total","Estimate - de jure","Final figure, complete","2021","5088736","18"
"Hungary","2020","Total","Female","0","Estimate - de jure","Final figure, complete","2021","44832","18"
"Hungary","2020","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2021","227657","18"
"Hungary","2020","Total","Female","1","Estimate - de jure","Final figure, complete","2021","45211","18"
"Hungary","2020","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2021","182825","18"
"Hungary","2020","Total","Female","2","Estimate - de jure","Final figure, complete","2021","46023","18"
"Hungary","2020","Total","Female","3","Estimate - de jure","Final figure, complete","2021","46499","18"
"Hungary","2020","Total","Female","4","Estimate - de jure","Final figure, complete","2021","45092","18"
"Hungary","2020","Total","Female","5","Estimate - de jure","Final figure, complete","2021","45786","18"
"Hungary","2020","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2021","221892","18"
"Hungary","2020","Total","Female","6","Estimate - de jure","Final figure, complete","2021","44009","18"
"Hungary","2020","Total","Female","7","Estimate - de jure","Final figure, complete","2021","44349","18"
"Hungary","2020","Total","Female","8","Estimate - de jure","Final figure, complete","2021","43260","18"
"Hungary","2020","Total","Female","9","Estimate - de jure","Final figure, complete","2021","44488","18"
"Hungary","2020","Total","Female","10","Estimate - de jure","Final figure, complete","2021","47498","18"
"Hungary","2020","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2021","241937","18"
"Hungary","2020","Total","Female","11","Estimate - de jure","Final figure, complete","2021","48959","18"
"Hungary","2020","Total","Female","12","Estimate - de jure","Final figure, complete","2021","47961","18"
"Hungary","2020","Total","Female","13","Estimate - de jure","Final figure, complete","2021","49762","18"
"Hungary","2020","Total","Female","14","Estimate - de jure","Final figure, complete","2021","47757","18"
"Hungary","2020","Total","Female","15","Estimate - de jure","Final figure, complete","2021","46334","18"
"Hungary","2020","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2021","236888","18"
"Hungary","2020","Total","Female","16","Estimate - de jure","Final figure, complete","2021","46204","18"
"Hungary","2020","Total","Female","17","Estimate - de jure","Final figure, complete","2021","47470","18"
"Hungary","2020","Total","Female","18","Estimate - de jure","Final figure, complete","2021","47874","18"
"Hungary","2020","Total","Female","19","Estimate - de jure","Final figure, complete","2021","49006","18"
"Hungary","2020","Total","Female","20","Estimate - de jure","Final figure, complete","2021","47882","18"
"Hungary","2020","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2021","261856","18"
"Hungary","2020","Total","Female","21","Estimate - de jure","Final figure, complete","2021","49650","18"
"Hungary","2020","Total","Female","22","Estimate - de jure","Final figure, complete","2021","50885","18"
"Hungary","2020","Total","Female","23","Estimate - de jure","Final figure, complete","2021","55247","18"
"Hungary","2020","Total","Female","24","Estimate - de jure","Final figure, complete","2021","58192","18"
"Hungary","2020","Total","Female","25","Estimate - de jure","Final figure, complete","2021","59499","18"
"Hungary","2020","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2021","304796","18"
"Hungary","2020","Total","Female","26","Estimate - de jure","Final figure, complete","2021","59744","18"
"Hungary","2020","Total","Female","27","Estimate - de jure","Final figure, complete","2021","60805","18"
"Hungary","2020","Total","Female","28","Estimate - de jure","Final figure, complete","2021","62668","18"
"Hungary","2020","Total","Female","29","Estimate - de jure","Final figure, complete","2021","62080","18"
"Hungary","2020","Total","Female","30","Estimate - de jure","Final figure, complete","2021","59717","18"
"Hungary","2020","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2021","299259","18"
"Hungary","2020","Total","Female","31","Estimate - de jure","Final figure, complete","2021","59286","18"
"Hungary","2020","Total","Female","32","Estimate - de jure","Final figure, complete","2021","59257","18"
"Hungary","2020","Total","Female","33","Estimate - de jure","Final figure, complete","2021","60267","18"
"Hungary","2020","Total","Female","34","Estimate - de jure","Final figure, complete","2021","60732","18"
